Gene	Stage1	Stage2	Stage3	Stage4	Stage5	Stage6	Group
Gene598	-1.2280873	-1.30403	0.6489892	0.30632174	0.9171049	0.65970147	group3
Gene599	-1.2189195	-1.3019791	0.6232877	0.27240154	0.9462882	0.6789212	group3
Gene600	-1.2129201	-1.3047341	0.6275694	0.26190588	0.9529646	0.6752143	group3
Gene601	-1.212508	-1.3001114	0.60587764	0.24992082	0.96526635	0.6915545	group3
Gene602	-1.22354	-1.2939614	0.59335726	0.26695445	0.95535713	0.7018326	group3
Gene603	-1.2197418	-1.29556	0.59527373	0.2598546	0.9600689	0.70010465	group3
Gene604	-1.2241545	-1.296272	0.6045037	0.27386698	0.9485486	0.69350725	group3
Gene605	-1.2315679	-1.2905616	0.5896497	0.28230107	0.94501877	0.7051599	group3
Gene606	-1.2260746	-1.3100642	0.679162	0.31954008	0.901478	0.6359587	group3
Gene607	-1.2013243	-1.3213544	0.6959471	0.2755909	0.9297311	0.6214096	group3
Gene608	-1.2070544	-1.3182436	0.68847024	0.28343168	0.92570955	0.62768656	group3
Gene609	-1.2126861	-1.3144603	0.6773431	0.28902945	0.9239967	0.63677716	group3
Gene610	-1.2138422	-1.3139433	0.6765974	0.29109854	0.9226603	0.6374291	group3
Gene611	-1.2110271	-1.3138585	0.67093	0.28172347	0.9305406	0.6416915	group3
Gene612	-1.1945235	-1.3169507	0.6611125	0.24137609	0.9610259	0.64795965	group3
Gene613	-1.1955649	-1.3181602	0.6687876	0.24777581	0.9550189	0.64214283	group3
Gene614	-1.189358	-1.319998	0.6693634	0.2352316	0.9636603	0.6411009	group3
Gene615	-1.1886185	-1.3188969	0.66281193	0.2301253	0.96851635	0.6460618	group3
Gene616	-1.1859444	-1.3224522	0.67726195	0.23258665	0.96389127	0.63465685	group3
Gene617	-1.1904387	-1.316317	0.6525228	0.22832131	0.9717861	0.6541256	group3
Gene618	-1.1888492	-1.3173857	0.65567446	0.22674966	0.9722604	0.6515503	group3
Gene619	-1.1976488	-1.3117256	0.6398433	0.23644483	0.9685666	0.6645197	group3
Gene620	-1.2009974	-1.3108757	0.6402213	0.24358098	0.963515	0.6645557	group3
Gene621	-1.204994	-1.3129281	0.6560615	0.2604974	0.94858664	0.65277654	group3
Gene622	-1.1758381	-1.3242732	0.6733622	0.2098759	0.98033917	0.6365341	group3
Gene623	-1.1770476	-1.3234689	0.6708343	0.21094172	0.98012346	0.6386171	group3
Gene624	-1.1761245	-1.3224059	0.66452104	0.20568778	0.98498565	0.64333606	group3
Gene625	-1.1912585	-1.3105161	0.62653786	0.216512	0.98482853	0.67389625	group3
Gene626	-1.1966207	-1.305658	0.61115277	0.21974228	0.9853583	0.6860254	group3
Gene627	-1.1876752	-1.3089746	0.6158681	0.20396595	0.9953501	0.68146574	group3
Gene628	-1.1822114	-1.3102602	0.6158655	0.19304013	1.0027844	0.6807815	group3
Gene629	-1.1780859	-1.3108932	0.61459965	0.18424733	1.008955	0.68117714	group3
Gene630	-1.1784235	-1.3117245	0.6184529	0.18678103	1.0065567	0.67835736	group3
Gene631	-1.1748353	-1.312993	0.6204888	0.18068688	1.0102974	0.6763552	group3
Gene632	-1.1833729	-1.3162241	0.6435777	0.20926578	0.98662513	0.6601283	group3
Gene633	-1.1804105	-1.3182697	0.649741	0.20650136	0.987334	0.6551039	group3
Gene634	-1.1790867	-1.3154862	0.6355639	0.196578	0.9967872	0.66564375	group3
Gene635	-1.1816555	-1.3261828	0.69094944	0.23149326	0.9617971	0.6235986	group3
Gene636	-1.1855015	-1.3245265	0.6876079	0.23750469	0.9583252	0.6265902	group3
Gene637	-1.1795886	-1.3299321	0.7087331	0.23754834	0.9537551	0.60948414	group3
Gene638	-1.1793327	-1.3355588	0.7432712	0.2581396	0.93146485	0.5820158	group3
Gene639	-1.1781341	-1.3341938	0.7320402	0.24860205	0.9407869	0.59089863	group3
Gene640	-1.2051233	-1.3291695	0.7604022	0.32544002	0.8789169	0.56953365	group3
Gene641	-1.2056924	-1.329161	0.7622756	0.3280243	0.87655765	0.56799597	group3
Gene642	-1.1969343	-1.3332063	0.7694593	0.3134897	0.88543546	0.56175613	group3
Gene643	-1.1998205	-1.3296685	0.7484308	0.30550435	0.8963668	0.5791871	group3
Gene644	-1.2035797	-1.3276463	0.7430586	0.3102026	0.8942243	0.58374035	group3
Gene645	-1.1862955	-1.3365588	0.76669526	0.28831646	0.90433925	0.5635033	group3
Gene646	-1.1825492	-1.3374536	0.76415735	0.2785538	0.91195333	0.56533843	group3
Gene647	-1.2037547	-1.3239641	0.7171977	0.29384995	0.912004	0.60466707	group3
Gene648	-1.2068098	-1.3224238	0.7138845	0.29842532	0.90943813	0.6074857	group3
Gene649	-1.2102251	-1.3223432	0.72150785	0.31077614	0.8987722	0.60151213	group3
Gene650	-1.2171154	-1.3172235	0.70361	0.3146659	0.8998887	0.6161744	group3
Gene651	-1.2116641	-1.3203541	0.71138746	0.30750278	0.903409	0.609719	group3
Gene652	-1.2005485	-1.327112	0.731303	0.29585302	0.90736264	0.59314185	group3
Gene653	-1.1988933	-1.3273848	0.72931445	0.29098016	0.91133016	0.59465337	group3
Gene654	-1.1967297	-1.328718	0.73358935	0.28903526	0.9117447	0.59107834	group3
Gene655	-1.1982069	-1.3287454	0.73730284	0.29463986	0.90684885	0.5881607	group3
Gene656	-1.190879	-1.3307389	0.7344616	0.27700964	0.9201508	0.5899959	group3
Gene657	-1.1883996	-1.3321685	0.7389194	0.27455777	0.92086005	0.5862309	group3
Gene658	-1.2125705	-1.3295804	0.79934436	0.3711571	0.83493614	0.53671336	group3
Gene659	-1.2136359	-1.3287789	0.79437315	0.36982146	0.8372523	0.54096794	group3
Gene660	-1.2228148	-1.324082	0.78642374	0.38546348	0.82743514	0.54757434	group3
Gene661	-1.223858	-1.323658	0.7874147	0.3887332	0.82468176	0.5466862	group3
Gene662	-1.1994774	-1.3362836	0.8163442	0.3538578	0.84338945	0.52216953	group3
Gene663	-1.1944841	-1.3386227	0.82092166	0.34594232	0.8480443	0.5181985	group3
Gene664	-1.1941054	-1.3391094	0.82656896	0.34951228	0.8438203	0.5133133	group3
Gene665	-1.2034676	-1.3345319	0.81534916	0.36234328	0.8372933	0.5230138	group3
Gene666	-1.2034935	-1.3348678	0.82182676	0.36755314	0.83159155	0.5173899	group3
Gene667	-1.2069237	-1.3330331	0.8155484	0.370602	0.831009	0.52279735	group3
Gene668	-1.2029204	-1.3337823	0.8004698	0.3495587	0.850867	0.5358072	group3
Gene669	-1.2007487	-1.3351449	0.80698514	0.3495371	0.8491487	0.5302226	group3
Gene670	-1.2052573	-1.3330749	0.8042551	0.3578564	0.8436533	0.5325673	group3
Gene671	-1.2120024	-1.3307552	0.81598675	0.3829965	0.8214784	0.522296	group3
Gene672	-1.2149547	-1.3292023	0.81212306	0.38694105	0.8195184	0.52557456	group3
Gene673	-1.2091359	-1.332598	0.82866764	0.3865107	0.81529355	0.51126194	group3
Gene674	-1.2403895	-1.314827	0.7769341	0.42094228	0.8024821	0.554858	group3
Gene675	-1.2350395	-1.3176274	0.77788645	0.40845412	0.81194484	0.5543815	group3
Gene676	-1.2277952	-1.3225118	0.8022258	0.41011268	0.8043413	0.5336272	group3
Gene677	-1.2260801	-1.3233163	0.8009046	0.40482646	0.80878294	0.5348823	group3
Gene678	-1.23146	-1.3204385	0.7973374	0.4151763	0.80170417	0.5376806	group3
Gene679	-1.2394403	-1.3163774	0.80513304	0.44177732	0.7787763	0.5301311	group3
Gene680	-1.2396115	-1.3159693	0.79340017	0.43234557	0.7893174	0.54051775	group3
Gene681	-1.2287393	-1.322614	0.82755405	0.4339024	0.77884865	0.511048	group3
Gene682	-1.2209368	-1.3268106	0.83004344	0.41647303	0.7917965	0.5094344	group3
Gene683	-1.1860772	-1.3437642	0.8568505	0.35558036	0.8306112	0.4867992	group3
Gene684	-1.1841326	-1.3446413	0.85887104	0.35276648	0.8321221	0.4850143	group3
Gene685	-1.1867448	-1.3432724	0.8505737	0.35192218	0.8351878	0.49233362	group3
Gene686	-1.1794931	-1.3465575	0.85933167	0.34248912	0.8396496	0.48458013	group3
Gene687	-1.1802425	-1.346143	0.85626984	0.34168	0.84115404	0.48728168	group3
Gene688	-1.1851627	-1.3437365	0.8460288	0.34457228	0.84198743	0.49631056	group3
Gene689	-1.1853839	-1.3436084	0.8451666	0.34438035	0.84237885	0.4970664	group3
Gene690	-1.193542	-1.3401607	0.8442313	0.36247474	0.82910705	0.49788952	group3
Gene691	-1.197583	-1.3379618	0.83291847	0.3626578	0.8321901	0.50777847	group3
Gene692	-1.1875737	-1.3434522	0.878332	0.3775498	0.8075685	0.46757564	group3
Gene693	-1.180748	-1.3465244	0.8872575	0.36930963	0.8110584	0.45964682	group3
Gene694	-1.1924627	-1.3410994	0.8621305	0.37501606	0.8143893	0.4820262	group3
Gene695	-1.1850909	-1.3428998	0.8298606	0.33155322	0.8562297	0.51034707	group3
Gene696	-1.1884733	-1.3413663	0.826409	0.336517	0.8535241	0.5133895	group3
Gene697	-1.1875505	-1.3413942	0.8213693	0.3305272	0.8593439	0.51770437	group3
Gene698	-1.1823872	-1.3443711	0.83698523	0.3310365	0.8546035	0.504133	group3
Gene699	-1.1831559	-1.3441571	0.8384716	0.333948	0.8520316	0.5028618	group3
Gene700	-1.1805546	-1.3454313	0.8433672	0.33195558	0.8521041	0.498559	group3
Gene701	-1.1864941	-1.340922	0.8098293	0.31941614	0.8706506	0.52752006	group3
Gene702	-1.2036431	-1.3315032	0.777288	0.3340567	0.8683724	0.5554291	group3
Gene703	-1.2037895	-1.3322827	0.7863301	0.34097442	0.8609442	0.54782337	group3
Gene704	-1.1972485	-1.3348593	0.78668576	0.32643816	0.87159234	0.5473914	group3
Gene705	-1.197542	-1.3346689	0.78584886	0.32649022	0.8717693	0.54810244	group3
Gene706	-1.1946819	-1.3362215	0.7909054	0.3237512	0.8724761	0.54377073	group3
Gene707	-1.2148231	-1.3258995	0.7658076	0.3513146	0.8584171	0.5651833	group3
Gene708	-1.220586	-1.3231274	0.76223034	0.36208612	0.85122377	0.5681731	group3
Gene709	-1.2169919	-1.3226357	0.7435196	0.3405983	0.87177366	0.583736	group3
Gene710	-1.2157165	-1.324043	0.7514274	0.3431659	0.8679869	0.5771794	group3
Gene711	-1.2278143	-1.31716	0.7346913	0.35941735	0.85979027	0.5910754	group3
Gene712	-1.2333789	-1.313504	0.7238332	0.36492866	0.8581304	0.5999906	group3
Gene713	-1.2326014	-1.3132691	0.71915823	0.3599438	0.8629316	0.60383683	group3
Gene714	-1.2359225	-1.3109906	0.7123561	0.36311293	0.86206144	0.60938257	group3
Gene715	-1.2446289	-1.306031	0.70357716	0.37771413	0.8529447	0.61642396	group3
Gene716	-1.2400492	-1.3096153	0.7159024	0.37519917	0.8521483	0.60641456	group3
Gene717	-1.2379677	-1.3131608	0.7396243	0.3868445	0.83787715	0.5867826	group3
Gene718	-1.2559997	-1.3001866	0.699623	0.40236098	0.8349452	0.6192571	group3
Gene719	-1.2471099	-1.2994509	0.6652365	0.35893506	0.8750712	0.647318	group3
Gene720	-1.2468355	-1.3012952	0.6764223	0.36526063	0.8680658	0.63838196	group3
Gene721	-1.2688544	-1.2839504	0.6300526	0.38897237	0.859014	0.6747658	group3
Gene722	-1.2584497	-1.2875191	0.62385076	0.3607552	0.8815233	0.67983943	group3
Gene723	-1.2715405	-1.2874992	0.6615189	0.41509172	0.83293265	0.6494964	group3
Gene724	-1.2804343	-1.287932	0.7122014	0.47349063	0.77619207	0.6064822	group3
Gene725	-1.265587	-1.2973657	0.72123367	0.4416563	0.7995448	0.60051787	group3
Gene726	-1.2720064	-1.2954143	0.7528252	0.48325467	0.7589069	0.572434	group3
Gene727	-1.2805331	-1.2896231	0.7475648	0.5021108	0.7448113	0.5756693	group3
Gene728	-1.2221134	-1.324914	0.8816946	0.4673913	0.73621076	0.4617307	group3
Gene729	-1.2198999	-1.3260479	0.8852209	0.465044	0.73700076	0.45868206	group3
Gene730	-1.2231241	-1.3246691	0.87561405	0.46403283	0.7407911	0.46735534	group3
Gene731	-1.2239088	-1.3241253	0.8766096	0.4670987	0.73801917	0.46630654	group3
Gene732	-1.2153977	-1.3288988	0.8829646	0.45097846	0.7489663	0.4613871	group3
Gene733	-1.2387713	-1.3156538	0.8592764	0.4899521	0.7247497	0.48044696	group3
Gene734	-1.2403576	-1.3154542	0.84332687	0.47868508	0.7386014	0.49519855	group3
Gene735	-1.2379572	-1.3170536	0.8410074	0.47006017	0.7462377	0.49770558	group3
Gene736	-1.2320449	-1.3204125	0.8495268	0.46242803	0.74989945	0.4906031	group3
Gene737	-1.2356218	-1.3185649	0.8380331	0.4611089	0.75428134	0.5007635	group3
Gene738	-1.2336018	-1.3198206	0.8350928	0.4531286	0.7614953	0.50370574	group3
Gene739	-1.2281601	-1.3229151	0.8392222	0.44280806	0.76851535	0.5005296	group3
Gene740	-1.2234462	-1.3252559	0.85773635	0.4476928	0.75924474	0.48402816	group3
Gene741	-1.2222164	-1.3260149	0.8557405	0.44266105	0.7638278	0.486002	group3
Gene742	-1.2174636	-1.3285134	0.8630464	0.43727618	0.76591414	0.47974026	group3
Gene743	-1.2182075	-1.3283154	0.8513914	0.42846903	0.77629757	0.49036488	group3
Gene744	-1.2019227	-1.336355	0.8836758	0.41733906	0.7752725	0.4619903	group3
Gene745	-1.2035503	-1.3353812	0.88692874	0.4244881	0.76866883	0.45884576	group3
Gene746	-1.2030836	-1.3353407	0.8938091	0.42991248	0.76224494	0.45245788	group3
Gene747	-1.2114094	-1.3315756	0.8733345	0.4314932	0.7673643	0.470793	group3
Gene748	-1.2102454	-1.3321522	0.87530625	0.43039635	0.76762486	0.46907014	group3
Gene749	-1.2133812	-1.3304796	0.8734273	0.43659848	0.76331174	0.4705232	group3
Gene750	-1.2105852	-1.3323083	0.8493641	0.40767092	0.793108	0.49275044	group3
Gene751	-1.2089528	-1.3331376	0.85094464	0.4050471	0.79467815	0.49142048	group3
Gene752	-1.211653	-1.3317667	0.8545402	0.41489145	0.7859866	0.4880015	group3
Gene753	-1.1937684	-1.3405405	0.8794325	0.39339742	0.79511833	0.46636054	group3
Gene754	-1.1972682	-1.3388975	0.8729053	0.396009	0.79510665	0.47214478	group3
Gene755	-1.1978487	-1.3385497	0.8786709	0.40264252	0.7882296	0.46685544	group3
Gene756	-1.2055665	-1.3347563	0.87068856	0.41437727	0.78156495	0.47369206	group3
Gene757	-1.1922531	-1.3408825	0.89793706	0.40679973	0.77898383	0.449415	group3
Gene758	-1.1929104	-1.3406012	0.8964046	0.40697166	0.7793379	0.45079744	group3
Gene759	-1.18229	-1.3451102	0.9170646	0.40061885	0.77757055	0.4321461	group3
Gene760	-1.197388	-1.3371584	0.91609204	0.43746534	0.74908364	0.43190548	group3
Gene761	-1.1981022	-1.337101	0.9112132	0.4343784	0.75312555	0.436486	group3
Gene762	-1.2011139	-1.3354104	0.9110078	0.44189695	0.7472428	0.43637666	group3
Gene763	-1.1934495	-1.3392271	0.9178683	0.4292132	0.7550086	0.43058658	group3
Gene764	-1.2034395	-1.3330216	0.92274535	0.46010262	0.728829	0.42478412	group3
Gene765	-1.1995755	-1.3356026	0.9198343	0.4469374	0.74032676	0.4280797	group3
Gene766	-1.187847	-1.3408967	0.9360387	0.43352175	0.7455024	0.4136809	group3
Gene767	-1.1768771	-1.3432053	0.9717053	0.44367957	0.7248575	0.37984002	group3
Gene768	-1.1751752	-1.344354	0.9704609	0.4378938	0.7299089	0.38126555	group3
Gene769	-1.1751013	-1.3431863	0.9793375	0.4476432	0.71889615	0.37241068	group3
Gene770	-1.1837784	-1.3393807	0.96937895	0.45917824	0.7132993	0.38130268	group3
Gene771	-1.1916662	-1.3371599	0.9500277	0.45841455	0.720829	0.39955485	group3
Gene772	-1.1879615	-1.3383002	0.95873374	0.4582674	0.71786517	0.3913953	group3
Gene773	-1.1718876	-1.347062	0.9628822	0.42129338	0.7457365	0.38903752	group3
Gene774	-1.1968021	-1.3310882	0.9678969	0.49284357	0.68645597	0.38069394	group3
Gene775	-1.2008684	-1.3300608	0.95763683	0.4919967	0.69085467	0.39044097	group3
Gene776	-1.1990533	-1.3334807	0.94268453	0.46999222	0.7140607	0.40579656	group3
Gene777	-1.2012746	-1.3312132	0.9486034	0.4826653	0.7016965	0.39952263	group3
Gene778	-1.2174597	-1.3211004	0.9402977	0.5184419	0.6750729	0.40474752	group3
Gene779	-1.21712	-1.3211982	0.94117934	0.5185139	0.6747057	0.40391937	group3
Gene780	-1.2199566	-1.3175392	0.94865245	0.5359271	0.6574552	0.39546108	group3
Gene781	-1.207541	-1.323262	0.96767074	0.52317613	0.6613434	0.3786127	group3
Gene782	-1.2052652	-1.3239406	0.9725925	0.52274525	0.65989697	0.37397113	group3
Gene783	-1.2106143	-1.3213512	0.9654368	0.5293712	0.6569518	0.38020563	group3
Gene784	-1.2064061	-1.3254856	0.96103334	0.5116761	0.67336375	0.38581857	group3
Gene785	-1.2037486	-1.326569	0.9655175	0.5095554	0.6735036	0.38174105	group3
Gene786	-1.2312615	-1.3149682	0.9143762	0.527986	0.6759077	0.4279599	group3
Gene787	-1.2409167	-1.3104656	0.89468974	0.5336499	0.67758507	0.44545746	group3
Gene788	-1.2377819	-1.3096168	0.9151907	0.54827255	0.6585118	0.42542362	group3
Gene789	-1.2420979	-1.3069124	0.9103135	0.5554653	0.6540106	0.429221	group3
Gene790	-1.2162201	-1.3268808	0.903562	0.4740054	0.7239337	0.44159985	group3
Gene791	-1.2184722	-1.3236694	0.9188807	0.49667612	0.7004037	0.4261812	group3
Gene792	-1.2294929	-1.3193693	0.8903354	0.49631935	0.7099812	0.45222628	group3
Gene793	-1.2287402	-1.3195828	0.8932938	0.4973753	0.70817435	0.44947952	group3
Gene794	-1.230456	-1.3175082	0.9007748	0.51029617	0.6951141	0.4417793	group3
Gene795	-1.2409896	-1.3122494	0.8803181	0.517973	0.6952406	0.4597073	group3
Gene796	-1.2535118	-1.3054714	0.85554826	0.5275995	0.69476825	0.48106715	group3
Gene797	-1.2499707	-1.3077614	0.85938096	0.5214265	0.6987714	0.4781533	group3
Gene798	-1.2568921	-1.303052	0.853796	0.5355815	0.688603	0.48196346	group3
Gene799	-1.275519	-1.2871603	0.85334677	0.5921064	0.6404103	0.47681588	group3
Gene800	-1.2717773	-1.2901162	0.8565652	0.5839296	0.64654166	0.474857	group3
Gene801	-1.2763656	-1.2883687	0.84026545	0.5797934	0.6549501	0.48972535	group3
Gene802	-1.2750336	-1.2932394	0.7964998	0.53053194	0.70895255	0.53228873	group3
Gene803	-1.1902113	-1.3320692	0.98669803	0.49731106	0.67581004	0.36246136	group3
Gene804	-1.1849419	-1.3342242	0.99415267	0.49182028	0.677512	0.35568127	group3
Gene805	-1.1964314	-1.3287078	0.9813002	0.5082063	0.66880697	0.36682573	group3
Gene806	-1.174374	-1.3405628	0.997882	0.46741077	0.696023	0.35362098	group3
Gene807	-1.1732672	-1.3399589	1.0047154	0.47273526	0.68907017	0.34670526	group3
Gene808	-1.165646	-1.3388994	1.0322843	0.48682064	0.6665972	0.3188432	group3
Gene809	-1.163593	-1.3401207	1.0330778	0.48215732	0.670105	0.3183736	group3
Gene810	-1.161164	-1.3392214	1.0431507	0.48874742	0.66054296	0.3079443	group3
Gene811	-1.1735158	-1.3366355	1.0190557	0.49153072	0.66804475	0.33152	group3
Gene812	-1.1751406	-1.3311172	1.0351331	0.5178176	0.6396547	0.31365243	group3
Gene813	-1.1751922	-1.3305498	1.0368834	0.5204222	0.63674235	0.31169418	group3
Gene814	-1.1714921	-1.3314519	1.0434262	0.51877165	0.63541603	0.3053302	group3
Gene815	-1.1830945	-1.3312192	1.0127802	0.5105255	0.65477484	0.3362332	group3
Gene816	-1.1870801	-1.3297055	1.0069119	0.5142756	0.6539489	0.34164926	group3
Gene817	-1.1915574	-1.3276979	1.0013033	0.5198861	0.6514333	0.34663257	group3
Gene818	-1.1860255	-1.3283467	1.0150967	0.5221724	0.64409536	0.3330079	group3
Gene819	-1.1641728	-1.3274922	1.0720735	0.5392556	0.60574645	0.27458945	group3
Gene820	-1.1636572	-1.3273087	1.0736834	0.5401737	0.6042501	0.27285862	group3
Gene821	-1.1605761	-1.3295586	1.074664	0.532275	0.6105654	0.27263027	group3
Gene822	-1.1650085	-1.3291382	1.0658294	0.53223896	0.6144695	0.28160876	group3
Gene823	-1.1778504	-1.319956	1.0602003	0.56345844	0.59005725	0.28409022	group3
Gene824	-1.1762235	-1.3206146	1.062283	0.561581	0.59078366	0.28219032	group3
Gene825	-1.1726773	-1.3238108	1.0623885	0.5505453	0.6002848	0.28326944	group3
Gene826	-1.1634561	-1.3241439	1.0818173	0.5524767	0.5900364	0.26326954	group3
Gene827	-1.163749	-1.3252616	1.0785478	0.54813415	0.5952497	0.267079	group3
Gene828	-1.1666639	-1.3231294	1.0773339	0.55535907	0.5895488	0.26755157	group3
Gene829	-1.1676763	-1.3229337	1.075611	0.5557829	0.5899491	0.269267	group3
Gene830	-1.1529841	-1.3361766	1.0731968	0.50753236	0.6321133	0.2763184	group3
Gene831	-1.2499449	-1.2982054	0.9178717	0.5895887	0.62202877	0.41866118	group3
Gene832	-1.2498404	-1.2989011	0.915402	0.586042	0.6259542	0.4213433	group3
Gene833	-1.2392762	-1.3048798	0.9314611	0.5731861	0.63162905	0.40787977	group3
Gene834	-1.2620041	-1.2913328	0.89754134	0.6025735	0.6174162	0.43580592	group3
Gene835	-1.2737539	-1.2764939	0.9044773	0.6528642	0.5701829	0.4227233	group3
Gene836	-1.2234179	-1.2936561	1.0106455	0.6372655	0.54519004	0.32397312	group3
Gene837	-1.2169749	-1.2972933	1.0189832	0.6281489	0.5500625	0.31707355	group3
Gene838	-1.2311512	-1.2899065	0.9988889	0.6456035	0.5423057	0.33425963	group3
Gene839	-1.2112801	-1.2962017	1.0346204	0.6347865	0.53753525	0.3005398	group3
Gene840	-1.2208112	-1.2906343	1.0227959	0.6490442	0.5294486	0.31015682	group3
Gene841	-1.2340316	-1.2926654	0.9853018	0.63343793	0.55868304	0.34927413	group3
Gene842	-1.2341877	-1.2913736	0.98781955	0.6381287	0.5534586	0.3461545	group3
Gene843	-1.2411827	-1.2890828	0.97393	0.6409016	0.55627394	0.35915995	group3
Gene844	-1.242808	-1.2938218	0.9570654	0.6204393	0.58098674	0.3781384	group3
Gene845	-1.2418699	-1.2928526	0.9625561	0.62546724	0.57446355	0.3722356	group3
Gene846	-1.2061585	-1.3198786	0.9862496	0.5432276	0.6374773	0.35908255	group3
Gene847	-1.2007173	-1.322344	0.9938577	0.537068	0.6398085	0.3523271	group3
Gene848	-1.1990838	-1.3236424	0.99397737	0.53234506	0.64376324	0.3526406	group3
Gene849	-1.2034394	-1.3227481	0.9837676	0.5317775	0.64812595	0.36251634	group3
Gene850	-1.2137924	-1.3163543	0.9752159	0.55166245	0.63442737	0.36884096	group3
Gene851	-1.2133862	-1.3177704	0.971063	0.5449099	0.6417299	0.37345377	group3
Gene852	-1.2053984	-1.3181401	0.9947429	0.5525176	0.62629205	0.34998617	group3
Gene853	-1.2056062	-1.31752	0.99621886	0.5552187	0.62340397	0.34828472	group3
Gene854	-1.1938783	-1.3227293	1.012419	0.5419453	0.6284116	0.3338318	group3
Gene855	-1.2281157	-1.3046069	0.97033364	0.59029675	0.60277987	0.36931232	group3
Gene856	-1.2322112	-1.3042576	0.9585286	0.58696747	0.61004186	0.38093102	group3
Gene857	-1.2202021	-1.3099327	0.9775947	0.57498956	0.6134272	0.3641233	group3
Gene858	-1.2261211	-1.3089335	0.9622442	0.5725397	0.6212427	0.37902793	group3
Gene859	-1.2235805	-1.3123174	0.95810145	0.5590226	0.63440514	0.38436872	group3
Gene860	-1.2029417	-1.3065637	1.0328981	0.60222244	0.5675723	0.3068126	group3
Gene861	-1.2030265	-1.3076713	1.0301787	0.59805286	0.5724088	0.31005758	group3
Gene862	-1.1922373	-1.313287	1.0428749	0.58247656	0.5808493	0.29932347	group3
Gene863	-1.1904873	-1.314903	1.0431453	0.5771581	0.58540195	0.2996851	group3
Gene864	-1.1966326	-1.3152229	1.0273134	0.5723872	0.5961598	0.31599507	group3
Gene865	-1.1938568	-1.315628	1.0331805	0.57246363	0.5936738	0.31016693	group3
Gene866	-1.2032418	-1.3122079	1.0184323	0.58022314	0.59293354	0.3238608	group3
Gene867	-1.2002668	-1.3141755	1.0208466	0.5742483	0.5971757	0.3221717	group3
Gene868	-1.1988662	-1.3172736	1.0158006	0.56223905	0.60963905	0.32846102	group3
Gene869	-1.1808444	-1.3237747	1.0432254	0.5466581	0.6118055	0.30293015	group3
Gene870	-1.1866646	-1.3198035	1.0398699	0.5597687	0.6019163	0.30491322	group3
Gene871	-1.2192903	-1.3042324	0.9968786	0.60038006	0.58376294	0.34250093	group3
Gene872	-1.2134672	-1.3088968	1.0002016	0.58605057	0.59508985	0.341022	group3
Gene873	-1.208393	-1.3093464	1.0125753	0.5881495	0.5883379	0.32867673	group3
Gene874	-1.2070806	-1.3086569	1.0177271	0.59180105	0.5830444	0.32316503	group3
Gene875	-1.2219976	-1.2715684	1.0488005	0.7066022	0.46427622	0.27388713	group3
Gene876	-1.2340585	-1.2702227	1.0246572	0.7067572	0.47459298	0.29827374	group3
Gene877	-1.2476441	-1.2544687	1.0139153	0.7458701	0.44123966	0.30108768	group3
Gene878	-1.2532604	-1.2593017	0.9953178	0.7300839	0.4643161	0.3228442	group3
Gene879	-1.2537054	-1.2651395	0.98606443	0.7126063	0.48482418	0.33534995	group3
Gene880	-1.2570689	-1.2666155	0.975338	0.7059425	0.49536943	0.3470345	group3
Gene881	-1.252517	-1.2756872	0.97124934	0.6795337	0.52177066	0.35565054	group3
Gene882	-1.180918	-1.2473058	1.1437098	0.7666485	0.35829818	0.15956713	group3
Gene883	-1.1894715	-1.2450418	1.1311095	0.77300715	0.35852486	0.17187183	group3
Gene884	-1.1888778	-1.2361566	1.1368517	0.7923462	0.33542618	0.16041043	group3
Gene885	-1.1869332	-1.2383648	1.1388863	0.78726846	0.33961752	0.15952569	group3
Gene886	-1.1701674	-1.2445801	1.1621476	0.7704906	0.34418246	0.1379269	group3
Gene887	-1.1670164	-1.2543164	1.161534	0.74826324	0.36727926	0.14425626	group3
Gene888	-1.1570507	-1.2660663	1.1691993	0.71905077	0.39234805	0.14251898	group3
Gene889	-1.1567373	-1.2610133	1.173151	0.7306957	0.3785169	0.13538697	group3
Gene890	-1.1670648	-1.2616705	1.1566399	0.7314242	0.38692772	0.15374334	group3
Gene891	-1.1791453	-1.2582693	1.1395636	0.7413915	0.38612884	0.17033073	group3
Gene892	-1.183707	-1.2561697	1.133516	0.7469046	0.3837836	0.17567255	group3
Gene893	-1.1905859	-1.2672927	1.1130333	0.7207057	0.4203276	0.203812	group3
Gene894	-1.1864419	-1.2647363	1.1224104	0.7267744	0.40960997	0.19238345	group3
Gene895	-1.1923401	-1.276344	1.1010998	0.6974466	0.44881457	0.22132303	group3
Gene896	-1.1924446	-1.2749467	1.1023728	0.7011315	0.44464427	0.21924275	group3
Gene897	-1.1957351	-1.2721602	1.0992141	0.7083509	0.43919608	0.22113426	group3
Gene898	-1.1950494	-1.2780759	1.0942103	0.69270235	0.4566894	0.22952329	group3
Gene899	-1.195968	-1.2774293	1.0932152	0.69439274	0.45554554	0.23024395	group3
Gene900	-1.1833074	-1.27373	1.1198441	0.7041122	0.43310592	0.19997518	group3
Gene901	-1.1852397	-1.2753874	1.1148428	0.6999291	0.43966267	0.20619246	group3
Gene902	-1.180499	-1.2794976	1.1190217	0.68903434	0.44807097	0.2038695	group3
Gene903	-1.176179	-1.2694554	1.1358337	0.71421665	0.41505647	0.18052751	group3
